User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Combined Lexical Score,Semantic Score,Dense Score,Neural Score,Neural Enhanced Score,Context Score,Final Enhanced Score,Sentence Similarity,Ultimate Score
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"To support our focus areas, we have three strategic priorities:","To support our focus areas, we have three strategic priorities:",13,Strategic priorities,combined_novartis_chunk_1187,20.0594,0.0848,0.4532,0.6105,0.5633,-5.0232,-2.8011,0.1,-2.7811,0.6105,-3.6302
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,No relevant sentences found,"Describe the resilience of the organization's strategy, taking into consideration different climate-related scenarios, including a $2^{\circ} \mathrm{C}$ or lower scenario. | p. 25, 26, 65
p. 27, 29, 30, 65
p. 25, 26, 27, 29  |
|  Risk management
Disclose how the organization identifies, assesses, and manages climate-related risks. | Describe the organization's processes for identifying and assessing climate-related risks. Describe the organization's processes for managing climate-related risks. Describe how processes for identifying, assessing and managing climate-related risks are integrated into the organization's overall risk management. | p. 25, 29, 30, 65
p. 25-29
p. 25, 29, 30, 53  |
|  Metrics and targets
Disclose the metrics and targets used to assess and manage relevant climate-related risks and opportunities where such information is material. | Disclose the metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk ",64,Task Force on Climate-related Financial Disclosures (TCFD) index,combined_novartis_chunk_1517,30.6935,0.0853,0.5707,0.56,0.5632,-6.9587,-3.9491,0.1,-3.9291,0.0,-3.9291
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"“Novartis is an innovative medicines company engaged in the research, development, manufacturing, distribution, marketing and sale of a broad range of innovative pharmaceutical medicines. Our purpose is to reimagine medicine to improve and extend people's lives by leveraging our scientific expertise to find new ways to treat and cure disease.”","Novartis is an innovative medicines company engaged in the research, development, manufacturing, distribution, marketing and sale of a broad range of innovative pharmaceutical medicines. Our purpose is to reimagine medicine to improve and extend people's lives by leveraging our scientific expertise to find new ways to treat and cure disease. Our operations are organized into five organizational units: Biomedical Research, Development, Operations, and two commercial units US and International. Global functions support these organizational units in the execution of their work. We focus on four core therapeutic areas with strong growth potential and high unmet patient needs-cardiovascular, renal and metabolic; immunology; neuroscience; and oncology. For more information about our organizational structure, see ""Item 4. Information on the Company-Item 4.B Overview."" Following the September 15, 2023, shareholders' approval of the spin-off of the Sandoz business, Novartis reported the Company",43,Overview,combined_novartis_chunk_0211,41.2845,0.0773,0.6642,0.5444,0.5803,-5.8916,-3.2932,0.2,-3.2532,0.5363,-4.1256
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Our environmental sustainability strategy has three priorities:  
- Planet: Achieve climate and nature targets, including net-zero greenhouse gas (GHG) emissions by 2040  
- Patients: Develop sustainable products for patients, applying sustainable design principles for new products  
- People and policy: Transform the sustainability mindset across our organization and collaborate with industry partners to influence change in our sector  
Oversight of our environmental sustainability strategy, including climate and nature topics, ultimately lies with our Board of Directors.  
The Board has delegated certain duties and responsibilities to some of its committees, who report back to the full Board on their activities and findings.  
At management level, the Chief Executive Officer (CEO) is responsible for implementing the environmental sustainability strategy.  
The CEO chairs the ESG Committee, a management committee on all ESG matters, that reviews the company's ESG performance and strategy.","Our environmental sustainability strategy has three priorities:
- Planet: Achieve climate and nature targets, including net-zero greenhouse gas (GHG) emissions by 2040
- Patients: Develop sustainable products for patients, applying sustainable design principles for new products
- People and policy: Transform the sustainability mindset across our organization and collaborate with industry partners to influence change in our sector
Oversight of our environmental sustainability strategy, including climate and nature topics, ultimately lies with our Board of Directors. The Board has delegated certain duties and responsibilities to some of its committees, who report back to the full Board on their activities and findings. At management level, the Chief Executive Officer (CEO) is responsible for implementing the environmental sustainability strategy. The CEO chairs the ESG Committee, a management committee on all ESG matters, that reviews the company's ESG performance and strategy. Performan",25,Environmental matters,combined_novartis_chunk_1270,55.9042,0.1085,0.9101,0.5927,0.6879,-5.9132,-3.2474,0.2,-3.2074,0.6026,-4.1738
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"""Our ESG strategy is a fundamental component of our purpose to reimagine medicine and our strategic imperative to build trust with society. This strategy is integrated across the company to drive long-term sustainable value for stakeholders. We aim to be a sector leader, with a focus on the areas where we can have the most impact through our core business: innovation to tackle serious diseases and making sure our medicines are accessible in different health systems.""","Our ESG strategy is a fundamental component of our purpose to reimagine medicine and our strategic imperative to build trust with society. This strategy is integrated across the company to drive long-term sustainable value for stakeholders. We aim to be a sector leader, with a focus on the areas where we can have the most impact through our core business: innovation to tackle serious diseases and making sure our medicines are accessible in different health systems.",14,ESG strategy,combined_novartis_chunk_1195,56.8799,0.0972,0.8894,0.6161,0.6981,-6.0173,-3.3093,0.2,-3.2693,0.6197,-4.2822
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"In 2024, our primary focus areas included advocacy efforts supporting various initiatives and policies designed to advance healthcare, drive innovation and enhance accessibility.  
These efforts involved, for example, engagement with European Union institutions through EU institutional policymakers with special focus on the Critical Medicines Alliance, Corporate Sustainability Due Diligence Directive, EU Pharmaceutical Legislation, Urban Wastewater Treatment Directive, and the Patent Package.  
These efforts aimed to strengthen supply chains, advocate for regulatory and intellectual property protections, enhance EU competitiveness, and support environmental goals.  
In the US, we engaged at both the federal and state levels to shape policies on drug pricing (e.g., the 340B program), the Inflation Reduction Act, and Pharmacy Benefit Managers reform.  
We emphasized engagement with policymakers, advancement of patient access, and efforts to uphold innovation and intellectual property protections","In 2024, our primary focus areas included advocacy efforts supporting various initiatives and policies designed to advance healthcare, drive innovation and enhance accessibility. These efforts involved, for example, engagement with European Union institutions through EU institutional policymakers with special focus on the Critical Medicines Alliance, Corporate Sustainability Due Diligence Directive, EU Pharmaceutical Legislation, Urban Wastewater Treatment Directive, and the Patent Package. These efforts aimed to strengthen supply chains, advocate for regulatory and intellectual property protections, enhance EU competitiveness, and support environmental goals. In the US, we engaged at both the federal and state levels to shape policies on drug pricing (e.g., the 340B program), the Inflation Reduction Act, and Pharmacy Benefit Managers reform. We emphasized engagement with policymakers, advancement of patient access, and efforts to uphold innovation and intellectual property protections",46,Main activities in 2024,combined_novartis_chunk_1385,37.4446,0.063,0.5828,0.5524,0.5615,-6.3812,-3.6017,0.1,-3.5817,0.5524,-4.5709
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"The results also identified key areas on which to focus, such as further development of Novartis strategy, sustained innovation and product pipeline, as well as the impact of the current geopolitical situation including US and China. The evaluation also showed that the Board has a key focus on supporting the Board Chair transition.","<br> - The results also identified key areas on which to focus, such as further development of Novartis strategy, sustained innovation and product pipeline, as well as the impact of the current geopolitical situation including US and China. The evaluation also showed that the Board has a key focus on supporting the Board Chair transition. |",117,Self-assessment,combined_novartis_chunk_0573,25.6252,0.0695,0.4717,0.5726,0.5424,-6.6088,-3.7564,0.1,-3.7364,0.5604,-4.7834
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"This creates focus on ensuring that any remediation resulting from investigations is prompt, addresses the root cause, and is subject to follow-up.  
The SpeakUp Office provides regular updates to the Executive Committee and to the Board's Audit and Compliance Committee.","This creates focus on ensuring that any remediation resulting from investigations is prompt, addresses the root cause, and is subject to follow-up. The SpeakUp Office provides regular updates to the Executive Committee and to the Board's Audit and Compliance Committee.",43,SpeakUp grievance mechanism,combined_novartis_chunk_1373,19.0868,0.0383,0.3141,0.5262,0.4626,-6.8219,-3.9251,0.1,-3.9051,0.5262,-4.9325
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"- Biomedical Research is our innovation engine, focused on creating new ways of fighting disease and turning scientific breakthroughs into new medicines with the potential to change lives.  

- Development oversees the development of potential new medicines through clinical trials to confirm their safety and efficacy, and steers the way to regulatory approval for use by patients.  

- Operations manufactures and delivers our medicines to customers, while also overseeing the global functions of IT, procurement and real estate services.  

- The two commercial units, US and International, focus on their respective geographic areas. They work with customers to provide innovative medicines and services that improve treatment options and raise the quality of care for patients.","Our operations are organized into the following five organizational units:
- Biomedical Research is our innovation engine, focused on creating new ways of fighting disease and turning scientific breakthroughs into new medicines with the potential to change lives. - Development oversees the development of potential new medicines through clinical trials to confirm their safety and efficacy, and steers the way to regulatory approval for use by patients.
- Operations manufactures and delivers our medicines to customers, while also overseeing the global functions of IT, procurement and real estate services. - The two commercial units, US and International, focus on their respective geographic areas. They work with customers to provide innovative medicines and services that improve treatment options and raise the quality of care for patients. These organizational units are supported by our global functions in areas such as corporate affairs, ethics, risk and compliance, finance, legal, inter",25,Overview,combined_novartis_chunk_0121,33.9149,0.0653,0.5506,0.5854,0.575,-6.8394,-3.8764,0.1,-3.8564,0.588,-4.9901
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,No relevant sentences found,"The findings from these workshops were consolidated into the Novartis Risk Radar, which enables senior management, the Executive Committee and the Board to focus discussions on key risks and more closely align our corporate strategy with our risk exposure and ways of working. In 2024, the Corporate ERC team further developed the ERM framework within the Novartis Corporate ERC organization. We developed additional risk management training and launched our risk intelligence forum, an event that brought together internal and external speakers to address emerging trends and threats. We also integrated a critical scope of activities (Trade Sanctions Governance) into the Corporate ERC team. Furthermore, steady progress has been made in our Integrated Assurance journey by creating a holistic control framework linked to enterprise policies, and by further strengthening our Corporate ERC Assurance team by integrating Labor Rights and Data Privacy External Partner Audits to ensure a harmonized a",132,Enterprise Risk Management framework,combined_novartis_chunk_0661,41.4949,0.0708,0.6486,0.4905,0.5379,-8.8108,-5.0586,0.2,-5.0186,0.0,-5.0186
