User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Keyword Score,Combined Lexical Score,Semantic Score,Final Score,Context Score,Heading Relevance,Hierarchy Bonus,Heading Boost,Enhanced Keyword Score,Enhanced Score,Sentence Similarity,Sentence Keyword Score,Ultimate Score
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Identify needs and expectations and incorporate into research, development and commercialization; ensure benefit/risk profiles of medicines are relevant to patients

Understand expectations, needs and potential constraints; remove barriers to access; ensure supply of medicines; enhance our commercial strategy

Understand and remove potential barriers to recruitment and retention; create safer, healthier, more inclusive working environment

Explain our strategy, performance, growth outlook, pipeline, risk management and approach to ESG; maintain engagement with international capital markets

Collaborate to accelerate R&D and support growth; obtain supplies

Strengthen corporate reputation as a trusted partner; support business growth and mitigate risks; foster an environment conducive to innovation; expand access to medicines","|  Stakeholder group | Purpose of engagement | Means of engagement | Issues discussed  |
| --- | --- | --- | --- |
|  Patients | Identify needs and expectations and incorporate into research, development and commercialization; ensure benefit/risk profiles of medicines are relevant to patients | Dedicated teams; partnerships with patient organizations; post-trial access, managed access and patient support programs | Integrating patient views earlier into R\&D strategies, commercial strategies and decision-making; meeting evolving regulator and payer guidance on patient involvement  |
|  Healthcare professionals (HCPs) and systems | Understand expectations, needs and potential constraints; remove barriers to access; ensure supply of medicines; enhance our commercial strategy | Regular contact with HCPs and payers; dedicated online platforms; conferences; training; health system strengthening initiatives | Sharing results from clinical trials; optimize disease management; innovative commercial partnerships  |
|  Employees | Understand and remove potential barriers to recruitment and retention; create safer, healthier, more inclusive working environment | Meetings and events; quarterly surveys; evaluations, training and feedback; discussions with employee representatives and unions | Our strategy as an innovative medicines company; updates to our organizational structure  |
|  Shareholders and investors | Explain our strategy, performance, growth outlook, pipeline, risk management and approach to ESG; maintain engagement with international capital markets | Meetings with portfolio managers, stewardship teams and analysts; conferences, roadshows and presentations; focus on top 100 investors comprising around $60 \%$ of shares | Financial performance, commercial execution and sustainable shareholder value creation; pipeline progress; capital allocation strategy; sustainability and governance practices; executive compensation and board changes  |
|  Suppliers and other business partners | Collaborate to accelerate R\&D and support growth; obtain supplies | Network of alliances within industry, academia and nongovernmental organizations; contact with suppliers and other business partners | R\&D partnering; business development and licensing; standards on quality, ethics, environmental management and human rights in our supply chain  |
|  Policymakers and regulators | Strengthen corporate reputation as a trusted partner; support business growth and mitigate risks; foster an environment conducive to innovation; expand access to medicines | Membership in trade associations; regular meetings with regulators, government officials, legislators and other policymakers | Value-based healthcare; life sciences competitiveness; measures to support innovation; constraints on healthcare spending and implications for innovation  |
### Page 18 ###",17,Overview of stakeholder engagement,combined_novartis_chunk_0895,75.8282,0.0991,0.9288,0.6021,0.7001,0.3,0.2272,0.066,0.1627,1.0489,0.6243,1.7038
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Novartis is an innovative medicines company, engaged in the research, development, manufacturing, distribution, marketing and sale of a broad range of innovative pharmaceutical medicines. Our purpose is to reimagine medicine to improve and extend people's lives by leveraging our scientific expertise to find new ways to treat and cure disease.","Novartis is an innovative medicines company, engaged in the research, development, manufacturing, distribution, marketing and sale of a broad range of innovative pharmaceutical medicines. Our purpose is to reimagine medicine to improve and extend people's lives by leveraging our scientific expertise to find new ways to treat and cure disease. Our strategy is to focus on high-value, innovative medicines that alleviate society's greatest disease burdens through technology leadership in R\&D and novel access approaches. To support our strategy, we have clear focus areas where we commit most of our time, energy and resources. These core therapeutic areas are cardiovascular, renal and metabolic; immunology; neuroscience; and oncology. For more information about our strategy, see ""Item 5. Operating and Financial Review and Prospects-Overview-Our strategy.""
In 2024, Novartis achieved net sales from continuing operations of USD 50.3 billion, and net income from continuing operations amounted to USD 11.9 billion. Headquartered in Basel, Switzerland, we employed 75883 full-time equivalent employees as of December 31, 2024. Our products are sold in approximately 120 countries around the world.
Our operations are organized into the following five organizational units:
- Biomedical Research is our innovation engine, focused on creating new ways of fighting disease and turning scientific breakthroughs into new medicines with the potential to change lives.
- Development oversees the development of potential new medicines through clinical trials to confirm their safety and efficacy, and steers the way to regulatory approval for use by patients.
- Operations manufactures and delivers our medicines to customers, while also overseeing the global functions of IT, procurement and real estate services.
- The two commercial units, US and International, focus on their respective geographic areas. They work with customers to provide innovative medicines and services that improve treatment options and raise the quality of care for patients.
These organizational units are supported by our global functions in areas such as corporate affairs, ethics, risk and compliance, finance, legal, internal audit, people and organization and strategy and growth. For more information about our Development unit, see ""-Research and development-Development program"" below. For more information about our Operations unit see ""-Item 4.D Property, plants and equipment"" and ""Item 18. Financial Statements-Note 3. Operating segment and Note 4. Revenues and geographical information.""
### Page 26 ###",25,Overview,combined_novartis_chunk_0084,68.3911,0.1016,0.8659,0.5175,0.622,0.3,0.218,0.0639,0.1564,0.9689,0.5335,1.4859
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Our ESG strategy is a fundamental component of our purpose to reimagine medicine and our strategic imperative to build trust with society.  
This strategy is integrated across the company to drive long-term sustainable value for stakeholders.  
We aim to be a sector leader, with a focus on the areas where we can have the most impact through our core business: innovation to tackle serious diseases and making sure our medicines are accessible in different health systems.","Our ESG strategy is a fundamental component of our purpose to reimagine medicine and our strategic imperative to build trust with society. This strategy is integrated across the company to drive long-term sustainable value for stakeholders.
We aim to be a sector leader, with a focus on the areas where we can have the most impact through our core business: innovation to tackle serious diseases and making sure our medicines are accessible in different health systems.",14,ESG strategy,combined_novartis_chunk_0851,62.8064,0.0976,0.8051,0.6161,0.6728,0.2,0.2268,0.0,0.1361,0.9136,0.6161,1.4765
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Innovation and access to medicines: we are committed to expanding access to our medicines globally, working with our partners to employ a variety of strategies such as value-based pricing, patient support programs, and initiatives to strengthen healthcare systems.

Human capital: we foster an inclusive workplace culture, believing it fuels innovation, drives engagement, and attracts talent.

Environmental sustainability: recognizing the connection between planetary and patient health, we strive to minimize our environmental impact by working toward ambitious targets in climate and nature.

Ethical standards: we uphold high ethical standards, effectively manage risks, and ensure compliance with applicable laws and regulations to meet societal expectations.

Our ESG strategy is designed to align with our corporate purpose, embedding sustainability into our operations and decision-making processes to create value for both society and the company.","- Innovation and access to medicines: we are committed to expanding access to our medicines globally, working with our partners to employ a variety of strategies such as value-based pricing, patient support programs, and initiatives to strengthen healthcare systems.
- Human capital: we foster an inclusive workplace culture, believing it fuels innovation, drives engagement, and attracts talent.
- Environmental sustainability: recognizing the connection between planetary and patient health, we strive to minimize our environmental impact by working toward ambitious targets in climate and nature.
- Ethical standards: we uphold high ethical standards, effectively manage risks, and ensure compliance with applicable laws and regulations to meet societal expectations.
Our ESG strategy is designed to align with our corporate purpose, embedding sustainability into our operations and decision-making processes to create value for both society and the company.",14,Key elements of our ESG strategy,combined_novartis_chunk_0852,52.4128,0.0712,0.6482,0.6351,0.639,0.2,0.2382,0.0,0.1429,0.8819,0.626,1.434
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Our environmental sustainability strategy has three priorities:
- Planet: Achieve climate and nature targets, including net-zero greenhouse gas (GHG) emissions by 2040
- Patients: Develop sustainable products for patients, applying sustainable design principles for new products
- People and policy: Transform the sustainability mindset across our organization and collaborate with industry partners to influence change in our sector","Our environmental sustainability strategy has three priorities:
- Planet: Achieve climate and nature targets, including net-zero greenhouse gas (GHG) emissions by 2040
- Patients: Develop sustainable products for patients, applying sustainable design principles for new products
- People and policy: Transform the sustainability mindset across our organization and collaborate with industry partners to influence change in our sector
Oversight of our environmental sustainability strategy, including climate and nature topics, ultimately lies with our Board of Directors. The Board has delegated certain duties and responsibilities to some of its committees, who report back to the full Board on their activities and findings.
At management level, the Chief Executive Officer (CEO) is responsible for implementing the environmental sustainability strategy. The CEO chairs the ESG Committee, a management committee on all ESG matters, that reviews the company's ESG performance and strategy.
Performance against ESG-related targets, including those on climate and nature, is integrated in the Executive Committee's compensation system as one of four equally weighed strategic objectives that account for $40 \%$ of the 2024 Annual Incentive. For further information on corporate governance, see page 48.",25,Environmental matters,combined_novartis_chunk_0915,61.5006,0.0888,0.7728,0.5933,0.6471,0.2,0.2112,0.0,0.1267,0.8851,0.5886,1.4061
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Ultimate responsibility for our ESG strategy lies with the Board of Directors.  
The Board has delegated certain duties and responsibilities related to ESG to some of its committees.  
The primary responsibility for the oversight of the ESG strategy and governance is held by the Governance, Sustainability and Nomination Committee (GSNC).  
The GSNC oversees the company's strategy, governance and progress on sustainability, including access to products and services, environmental sustainability (including matters related to climate and nature), people management, and other ESG matters.  
The GSNC also discusses emerging trends and regularly advises the Board on ESG matters.","Ultimate responsibility for our ESG strategy lies with the Board of Directors. The Board has delegated certain duties and responsibilities related to ESG to some of its committees.
The primary responsibility for the oversight of the ESG strategy and governance is held by the Governance, Sustainability and Nomination Committee (GSNC). The GSNC oversees the company's strategy, governance and progress on sustainability, including access to products and services, environmental sustainability (including matters related to climate and nature), people management, and other ESG matters. The GSNC also discusses emerging trends and regularly advises the Board on ESG matters.
The Audit and Compliance Committee is responsible for internal controls over financial and nonfinancial information, and reviews all performance indicators included
Primary governance and oversight of ESG topics
|  ESG material topic | Board committee(s) | ECN/management  |
| --- | --- | --- |
|  Innovation | - Science \& Technology | - President, Biomedical Research
- President, Development, and Chief Medical Officer
- Innovation Management Board  |
|  Access to medicines | - Governance, Sustainability and Nomination | - President, US
- President, International
- Chief Corporate Affairs Officer
- President, Global Health
- ESG Committee  |
|  People and culture | - Governance, Sustainability and Nomination
- Compensation | - Chief People \& Organization Officer
- ESG Committee  |
|  Environmental sustainability | - Governance, Sustainability and Nomination | - President, Operations
- Chief Corporate Affairs Officer
- ESG Committee  |
|  Ethical business practices | - Audit and Compliance
- Risk | - Chief Ethics, Risk \& Compliance Officer
- ESG Committee  |
|  Patient health and safety | - Audit and Compliance | - President, Operations
- President, Development, and Chief Medical Officer  |
### Page 50 ###
in this report. The Risk Committee oversees the company's risk management, including risks related to ESG.
The Science & Technology Committee is responsible for the oversight and evaluation of the company's scientific, technological, and R&D activities, which are relevant to our material topic of innovation.
In addition, the Compensation Committee determines performance measures (including those related to ESG) for executive compensation and, together with the Risk Committee, reviews Novartis compensation systems to ensure they encourage behaviors that support sustainable value creation.",49,Board,combined_novartis_chunk_1003,60.6936,0.0733,0.7295,0.5878,0.6303,0.2,0.1922,0.0612,0.1398,0.8723,0.5991,1.3948
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"""The strategic shift from a diversified life sciences company to a focused medicines organization over the last decade has proven to be the right path forward.""

""Our recent breakthroughs in breast cancer and kidney and blood diseases demonstrate that our operational focus strengthens our ability to deliver high-value medicines that alleviate society's greatest disease burdens.""

""Environmental, social, and governance (ESG) matters remained high on our agenda.""

""We deepened our commitment to vital topics: improving access to medicines, taking further measures in our fight against climate change, and strengthening our ethics framework, among other things.""","In our first full-year as a pure-play medicines company, Novartis delivered strong results, with double-digit growth in sales and net profit in 2024. The performance validates our strategy and gives us confidence that we are well prepared to grow by focusing on our key therapeutic areas and technology platforms. The strategic shift from a diversified life sciences company to a focused medicines organization over the last decade has proven to be the right path forward. With the divestment of our non-core activities in animal health, vaccines, and generics, among others, we were able to free up resources and strengthen our position in fast-growing and highly innovative medical fields such as xRNA, radioligand therapy, and gene and cell therapy. Our recent breakthroughs in breast cancer and kidney and blood diseases demonstrate that our operational focus strengthens our ability to deliver high-value medicines that alleviate society's greatest disease burdens. As we continue to accelerate our research and development efforts and strengthen our commercial capabilities, we expect to continue to grow profitably in the long-term and create sustainable shareholder value. Our efforts to more efficiently align our Research, Development, and Commercial organizations advanced further. Besides strategic acquisitions to increase our technological capacity and broaden our pipeline, we integrated artificial intelligence more deeply into our day-to-day operations to more efficiently assess new molecules and accelerate drug development timelines. In view of continuing geopolitical and economic volatility, we are further strengthening our global production and distribution network to withstand potential supply chain disruptions and improve overall resilience. We will stay disciplined in managing our technical and data infrastructure as well as our partner networks and build an agile footprint to quickly adapt to the changing environment. Environmental, social, and governance (ESG) matters remained high on our agenda. We deepened our commitment to vital topics: improving access to medicines, taking further measures in our fight against climate change, and strengthening our ethics framework, among other things. Our efforts have been recognized by leading independent agencies and are reflected in consistently high rankings. During my 12-year tenure as Chair, my priorities were, among others, to focus the company on its core pharmaceutical expertise, improve its governance, appoint strong executive leadership, and help create a highly versatile Board of Directors to navigate the increasingly complex healthcare landscape.",4,Chair's letter,combined_novartis_chunk_0810,61.0532,0.0909,0.7735,0.5011,0.5828,0.2,0.1991,0.0,0.1195,0.8187,0.6071,1.3157
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"To execute our strategy, we need to attract, develop and retain the most qualified people at all levels and in all functions.  
If we are unable to do so, our ability to achieve our business objectives may be affected.  
In addition, our brand and reputation could be negatively impacted, and the sense of belonging of our workforce may decline.  
Equally, as a global employer we have a significant impact on people, both within our organization and our upstream and downstream value chain.  
Our business generates employment with fair working conditions, and we provide extensive training and development opportunities and contribute to the wellbeing of our workforce.  
Meanwhile, investing in fostering belonging and a sense of wellbeing promotes innovation and better understanding of the unique and varied perspectives of customers, patients and other stakeholders.  
Our efforts in these areas are essential for our ability to identify, attract, develop and retain a highly skilled workforce.  
In addition, occupational health and safety incidents can occur, resulting in negative impacts on the workforce in our operations or our value chain.","To execute our strategy, we need to attract, develop and retain the most qualified people at all levels and in all functions. If we are unable to do so, our ability to achieve our business objectives may be affected. In addition, our brand and reputation could be negatively impacted, and the sense of belonging of our workforce may decline.
Equally, as a global employer we have a significant impact on people, both within our organization and our upstream and downstream value chain. Our business generates employment with fair working conditions, and we provide extensive training and development opportunities and contribute to the wellbeing of our workforce. Meanwhile, investing in fostering belonging and a sense of wellbeing promotes innovation and better understanding of the unique and varied perspectives of customers, patients and other stakeholders.
Our efforts in these areas are essential for our ability to identify, attract, develop and retain a highly skilled workforce. In addition, occupational health and safety incidents can occur, resulting in negative impacts on the workforce in our operations or our value chain.",34,Impact and risk management,combined_novartis_chunk_0946,61.0993,0.087,0.765,0.6011,0.6503,0.1,0.1977,0.0,0.1186,0.7859,0.6011,1.2582
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"""The Ethics, Risk & Compliance (ERC) function provides an integrated ERM framework to obtain a holistic view of Company risks and drive a culture of smart risk-taking.""

""Under the leadership of the Chief Ethics, Risk & Compliance Officer, the Corporate ERC team is responsible for the overall ERM process which is a fundamental pillar of our Integrated Assurance.""

""This process covers, but is not limited to, risks associated with:
- The research, development, manufacturing, marketing and sales of products
- Finance, taxes, intellectual property, compliance with law and regulations, security, product safety, technology, human resources, and health, safety and environmental protection
- Business objectives and strategies, including mergers and acquisitions
- External factors (e.g. risk amplifiers) such as the social, political and economic environment""","The Ethics, Risk \& Compliance (ERC) function provides an integrated ERM framework to obtain a holistic view of Company risks and drive a culture of smart risk-taking. Under the leadership of the Chief Ethics, Risk \& Compliance Officer, the Corporate ERC team is responsible for the overall ERM process which is a fundamental pillar of our Integrated Assurance. This process covers, but is not limited to, risks associated with:
- The research, development, manufacturing, marketing and sales of products
- Finance, taxes, intellectual property, compliance with law and regulations, security, product safety, technology, human resources, and health, safety and environmental protection
- Business objectives and strategies, including mergers and acquisitions
- External factors (e.g. risk amplifiers) such as the social, political and economic environment
The ERM process continued to evolve in 2024. The Corporate ERC team conducted risk workshops and collaborated with all risk assurance and monitoring functions to identify key risks across the Company. Each Novartis unit organized a focused risk workshop including leadership team members. In parallel, risk workshops were held in top countries by revenue and in certain focus markets. Once key risks were identified, mitigation action plans were created to address them in an effective way. The findings from these workshops were consolidated into the Novartis Risk Radar, which enables senior management, the Executive Committee and the Board to focus discussions on key risks and more closely align our corporate strategy with our risk exposure and ways of working.
In 2024, the Corporate ERC team further developed the ERM framework within the Novartis Corporate ERC organization. We developed additional risk management training and launched our risk intelligence forum, an event that brought together internal and external speakers to address emerging trends and threats. We also integrated a critical scope of activities (Trade Sanctions Governance) into the Corporate ERC team. Furthermore, steady progress has been made in our Integrated Assurance journey by creating a holistic control framework linked to enterprise policies, and by further strengthening our Corporate ERC Assurance team by integrating Labor Rights and Data Privacy External Partner Audits to ensure a harmonized and coordinated monitoring process across the Company.",132,Enterprise Risk Management framework,combined_novartis_chunk_0498,55.8729,0.0645,0.6648,0.5285,0.5694,0.2,0.1877,0.0,0.1126,0.8032,0.5645,1.2566
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"We are aligning our research, development and commercial activities around priority assets in our core therapeutic areas and integrating new technologies such as Al into our commercial models. We are also focusing on priority geographies that represent key sources of growth in our industry.

R&D is vital to our strategy. Our ability to grow our business and advance our product pipeline depends in significant part on the success of our R&D efforts.

We are focusing our efforts on core therapeutic areas and shifting more of our portfolio to new technology platforms such as cell and gene therapy, radioligand therapy, and xRNA.

Building trust with society is part of our corporate strategy.

We have developed an ESG strategic roadmap with clear targets on material ESG topics.

We also have a clear Al strategy and are investing in the enabling infrastructure, capabilities, and external partnerships needed to scale our most promising Al use cases across the R&D continuum.","We are aligning our research, development and commercial activities around priority assets in our core therapeutic areas and integrating new technologies such as Al into our commercial models. We are also focusing on priority geographies that represent key sources of growth in our industry. |
|  Research and development (R\&D) | R\&D is vital to our strategy. Our ability to grow our business and advance our product pipeline depends in significant part on the success of our R\&D efforts. We may be unable to develop the necessary clinical evidence to achieve the full potential of our assets. In addition, failure to successfully implement new technologies such as Al may put us at a competitive disadvantage and impact our productivity and pipeline value. | We are focusing our efforts on core therapeutic areas and shifting more of our portfolio to new technology platforms such as cell and gene therapy, radioligand therapy, and xRNA. To do this, we need to have clear strategic objectives, be efficient and set clear priorities, with a focus on projects that have the highest potential. We also have a clear Al strategy and are investing in the enabling infrastructure, capabilities, and external partnerships needed to scale our most promising Al use cases across the R\&D continuum. |
|  Environmental, social and governance matters | Increasingly, companies are being judged by their performance on environmental, social and governance (ESG) matters. Topics related to large societal changes such as climate change are increasingly important to a wide range of our stakeholders. Failing to meet our ESG commitments could adversely affect our reputation, recruitment, retention, operations, financial performance, and share price. | Building trust with society is part of our corporate strategy. We have developed an ESG strategic roadmap with clear targets on material ESG topics. We are also taking steps to further strengthen our approach to external partner ESG risk. We monitor changes to ESG regulations, particularly regarding new reporting and due diligence requirements. In addition, we have policies, controls and internal programs to ensure ESG is embedded in our decision-making. |
### Page 55 ###
|  55 | Novartis in Society
Integrated Report 2024 |  | About Novartis Strategy and business model Business review Sustainability matters Corporate governance, risk
management and compensation Appendix |  |   |
| --- | --- | --- | --- | --- | --- |
|  Risk exposure:",54,Risks in detail,combined_novartis_chunk_1014,65.9577,0.0864,0.8084,0.5726,0.6434,0.1,0.1909,0.0641,0.1402,0.7854,0.5897,1.2486
