User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Combined Lexical Score,Semantic Score,Dense Score,Neural Score,Neural Enhanced Score,Context Score,Final Enhanced Score,Sentence Similarity,Ultimate Score
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,"Such competition could significantly affect the revenue from our products and our results of operations.  
This impact could also be compounded to the extent that such competition results in us making significant additional investments in research and development, marketing or sales.","Such competition could significantly affect the revenue from our products and our results of operations. This impact could also be compounded to the extent that such competition results in us making significant additional investments in research and development, marketing or sales. The continual development and usage of advanced technologies for new products and product enhancements is an important way in which we deliver our key commercial priorities and remain competitive. If we fail to keep pace with technological changes in our industry, including through the use of new and disruptive technologies such as artificial intelligence (AI), we may experience lower revenues and lower margins. Furthermore, from time to time, we reassess how our business is organized to help ensure that we have the optimal structure with which to execute our strategy. An inability to successfully implement new organizational structures and operating models could have a material adverse effect on our results",13,Context and potential impact,combined_novartis_chunk_0030,51.9253,0.0848,0.7404,0.6385,0.669,-7.7645,-4.3829,0.3,-4.3229,0.5764,-5.5688
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Managed care organizations and national health services also use cost-benefit analyses to determine whether or not newly approved drugs will be added to a formulary and/or the level of reimbursement for that drug, and to determine whether or not to continue to reimburse existing drugs. ### Page 33 ###
We have dedicated teams that actively seek to optimize patient access, including formulary positions, for our products. The trend toward consolidation among distributors and retailers of our products continues in the US and internationally, both within and across countries. This has increased our customers' purchasing leverage and resulted in increased pricing pressure on our products. Moreover, we are exposed to increased concentration of credit risk as a result of the consolidation among our customers. Drug pricing is an increasingly prominent issue in many countries as healthcare spending continues to rise. This issue has received significant attention in the US, especially with the pa",32,Marketing and sales,combined_novartis_chunk_0156,35.0208,0.0754,0.5269,0.5364,0.5336,-10.1052,-5.8504,0.3,-5.7904,0.0,-5.7904
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The magnitude of the impact of generic or biosimilar competition on our income could depend on a number of factors. These include, with respect to income in a given year, the time of year at which the generic or biosimilar competitor is launched; the ease or difficulty of manufacturing a competitor product and obtaining regulatory approval to market it; the number of generic or biosimilar competitor products approved, including whether, in the US, a single competitor is granted an exclusive marketing period; whether an authorized generic is launched; the geographies in which generic or biosimilar competitor products are approved, including the strength of the market for generic or biosimilar pharmaceutical products in such geographies, and the comparative profitability of branded pharmaceutical products in such geographies; and our ability to successfully develop and launch new products for patients that may also offset the income lost to generic or biosimilar competition. For more inf",14,Context and potential impact,combined_novartis_chunk_0042,24.0539,0.0356,0.3374,0.5478,0.4847,-10.0378,-5.8456,0.1,-5.8256,0.0,-5.8256
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The global pharmaceutical market is highly competitive. We compete against other major international corporations that have substantial financial and other resources, as well as against smaller companies that operate regionally or nationally. Competition within the industry is intense and extends across a wide range of activities, including pricing, product characteristics, customer service, sales and marketing, and research and development. Like other companies selling patented pharmaceuticals, Novartis faces challenges from companies selling competing patented products. Generic forms of our products may follow the expiration of intellectual property protection or regulatory exclusivities, and generic companies may also gain entry to the market through successfully challenging our intellectual property rights and exclusivities. We use appropriate, legally permissible measures to defend those rights and exclusivities (see also ""-Intellectual property"" below). There is ongoing consolida",33,Competition,combined_novartis_chunk_0157,38.942,0.0483,0.532,0.5651,0.5552,-10.407,-6.0248,0.2,-5.9848,0.0,-5.9848
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Such competition can occur after successful challenges to intellectual property rights or the regular expiration of the patent term or other intellectual property rights. Such competition can also result from the entry of generic or biosimilar versions of another medicine in the same therapeutic class as one of our drugs or in a competing therapeutic class, from a
Declaration of Public Interest or the compulsory licensing of our intellectual property by governmental authorities, or as a result of a general weakening of intellectual property and governing laws in certain countries around the world. In addition, generic or biosimilar manufacturers may sometimes launch products ""at risk"" before the final resolution of legal proceedings concerning the infringement or validity of relevant patents or regulatory exclusivities. We also rely in all aspects of our businesses on unpatented proprietary technology, know-how, trade secrets and other confidential information, which we seek to protect",14,Context and potential impact,combined_novartis_chunk_0038,25.9433,0.046,0.3754,0.5727,0.5135,-10.4117,-6.0574,0.1,-6.0374,0.0,-6.0374
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Across the biopharmaceutical industry, we are beginning to realize the benefits of new technologies such as AI in automating processes and generating insights that could help us design new compounds, predict drug safety, or speed up drug discovery. The extent to which companies can harness this potential will depend on their ability to aggregate and analyze large volumes of anonymized health data.",12,AI is poised to reshape the industry,combined_novartis_chunk_1182,19.9044,0.0287,0.278,0.5251,0.451,-10.4727,-6.123,0.1,-6.103,0.0,-6.103
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Describe the resilience of the organization's strategy, taking into consideration different climate-related scenarios, including a $2^{\circ} \mathrm{C}$ or lower scenario. | p. 25, 26, 65
p. 27, 29, 30, 65
p. 25, 26, 27, 29  |
|  Risk management
Disclose how the organization identifies, assesses, and manages climate-related risks. | Describe the organization's processes for identifying and assessing climate-related risks. Describe the organization's processes for managing climate-related risks. Describe how processes for identifying, assessing and managing climate-related risks are integrated into the organization's overall risk management. | p. 25, 29, 30, 65
p. 25-29
p. 25, 29, 30, 53  |
|  Metrics and targets
Disclose the metrics and targets used to assess and manage relevant climate-related risks and opportunities where such information is material. | Disclose the metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk ",64,Task Force on Climate-related Financial Disclosures (TCFD) index,combined_novartis_chunk_1517,30.3933,0.0614,0.4511,0.5149,0.4957,-10.5823,-6.1562,0.1,-6.1362,0.0,-6.1362
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"- Al is poised to reshape the industry. Across the biopharmaceutical industry, we are beginning to realize the benefits of new technologies such as Al in automating processes and generating insights that could help us design new compounds, predict drug safety or speed up drug discovery. The extent to which companies can harness this potential will depend on their ability to aggregate and analyze large volumes of anonymized health data. See ""Item 3. Key Information-Item 3.D Risk factors-Research and development-Failure to competitively discover and develop innovative medicines in our core therapeutic areas and leveraging our technology platforms. ""
- Healthcare systems aim to build climate resilience. Healthcare systems are aiming to build climate resilience, with 45 countries committing to net-zero carbon emissions in their health systems, according to the WHO. At the same time, climate change and nature loss continue to have adverse effects on human health, mainly from malnutrition, m",43,Our business environment,combined_novartis_chunk_0215,22.5642,0.028,0.3082,0.4981,0.4411,-10.7194,-6.2704,0.1,-6.2504,0.0,-6.2504
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The procedures performed in a limited assurance engagement vary in nature and timing from, and are less in extent than for, a reasonable assurance engagement. Consequently, the level of assurance obtained in a limited assurance engagement is substantially lower than the assurance that would have been obtained had we performed a reasonable assurance engagement.",73,Our Independence and Quality Control,combined_novartis_chunk_1559,23.5128,0.0387,0.3356,0.4776,0.435,-10.744,-6.2838,0.1,-6.2638,0.0,-6.2638
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"In 2019, the Organization for Economic Co-operation and Development (OECD) launched a new initiative on behalf of the G20 to minimize profit shifting by working toward a global tax framework that ensures that corporate income taxes are paid where consumption takes place, in addition to introducing a global standard on minimum taxation combined with new tax dispute resolution processes. This project achieved OECD political consensus in October 2021, and the detailed principles are
still under discussion by the OECD and political leaders. The implementation of certain of these new OECD principles began in 2024 in certain countries, including Switzerland. However, some countries already announced postponement to 2025 while others have not taken any implementation steps so far.",22,Context and potential impact,combined_novartis_chunk_0098,27.2114,0.0309,0.3674,0.4806,0.4466,-10.7907,-6.3048,0.1,-6.2848,0.0,-6.2848
