User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Combined Lexical Score,Semantic Score,Dense Score,Neural Score,Neural Enhanced Score,Context Score,Final Enhanced Score,Sentence Similarity,Ultimate Score
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,Purpose Our purpose is to reimagine medicine to improve and extend people’s lives.,"07
Novartis in Society  
Integrated Report 2024
About Novartis
Strategy and business model
Business review  
Appendix
Sustainability matters
Corporate governance, risk 
management and compensation
Purpose Our purpose is to reimagine 
medicine to improve and extend 
people’s lives. Organization
Vision  
Our vision is to become the 
most valued and trusted 
medicines company in the world. PURPOSE AND VISION 
ORGANIZATION U
S
  
  
   
  
  
  
  
  
   
  
  
  
  
  
  
  
  
   
  
  
  
  
  
  
  
   
 
G
l
o
b
a
l 
f
u
n
c
t
i
o
n
s
   
   
  
   
   
  
   
   
  
   
   
  
   
  
   
   
  
   
  
   
   
  
   
   
 I
n
t
e
r
n
a
ti
o
n
al
  
  
  
  
  
  
  
  
  
 
  
  
  
  
  
  
  
  
 
O
p
e
r
a
ti
o
n
s
Research and 
development
Research and development 
Operations and global functions 
•	 Operations manufactures and delivers 
our medicines to customers, while 
also overseeing IT, procurement, real 
estate and other support services. Novartis operates 33 manufacturing 
",7,,page7_chunk000,67.6338,0.1883,1.0,0.6569,0.7598,-4.997,-2.6668,0.2,-2.6268,0.6405,-2.9633
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"We have begun assessing and evaluating 
nature-related risks and opportunities in 
our operations and upstream supply chain 
using the LEAP approach (Locate, 
Evaluate, Assess and Prepare) developed 
by the Taskforce on Nature-related 
Financial Disclosures (TNFD).

We are 
assessing the role of biodiversity to 
complement water and waste as nature-
related pillars of our environmental 
sustainability strategy as our 
understanding of impacts, risk and 
dependencies matures.

We set minimum, mandatory requirements 
for the management of water, waste, 
wastewater and pharmaceuticals in the 
environment.","We have begun assessing and evaluating 
nature-related risks and opportunities in 
our operations and upstream supply chain 
using the LEAP approach (Locate, 
Evaluate, Assess and Prepare) developed 
by the Taskforce on Nature-related 
Financial Disclosures (TNFD). We are 
assessing the role of biodiversity to 
complement water and waste as nature-
related pillars of our environmental 
sustainability strategy as our 
understanding of impacts, risk and 
dependencies matures. Main policies
We set minimum, mandatory requirements 
for the management of water, waste, 
wastewater and pharmaceuticals in the 
environment. Each part of the organization 
1	 Assessed for water stress, cyclones, flooding, and drought
2	 Using the University of Notre Dame Global Adaptation Initiative (ND-GAIN, 2023) Country Index and an asset tangibility indicator from the OECD (2021) to proxy sector-level vulnerability to physical hazards based on industries’ dependence on physical assets
3	 Based on 2023 data
 
A",30,,page30_chunk002,40.637,0.0883,0.5612,0.5545,0.5565,-5.2217,-2.9099,0.2,-2.8699,0.5924,-3.2099
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"• Environmental sustainability: recognizing 
the connection between planetary and 
patient health, we strive to minimize our 
environmental impact by working toward 
ambitious targets in climate and nature. 

• Ethical standards: we uphold high 
ethical standards, effectively manage 
risks, and ensure compliance with 
applicable laws and regulations to meet 
societal expectations. 

Our ESG strategy is designed to align with 
our corporate purpose, embedding 
sustainability into our operations and 
decision-making processes to create 
value for both society and the company.","•	 Environmental sustainability: recognizing 
the connection between planetary and 
patient health, we strive to minimize our 
environmental impact by working toward 
ambitious targets in climate and nature. •	 Ethical standards: we uphold high 
ethical standards, effectively manage 
risks, and ensure compliance with 
applicable laws and regulations to meet 
societal expectations. Our ESG strategy is designed to align with 
our corporate purpose, embedding 
sustainability into our operations and 
decision-making processes to create 
value for both society and the company.",14,,page14_chunk002,38.402,0.0743,0.5158,0.6413,0.6036,-6.3844,-3.5992,0.2,-3.5592,0.6413,-4.0157
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"The focus on innovative medicines and simplification of our operations after the organizational restructuring are having a visible impact across the company.  
The Research and Development units performed in line with our plan with targeted project timelines acceleration across R&D, and complementary BD&L/M&A deals were signed to bolster the company’s pipeline, although the Morphosys acquisition resulted in some unexpected challenges.","The focus on innovative medicines and simplification of our opera-
tions after the organizational restructuring are having a visible impact across the company. The Research and Devel-
opment units performed in line with our plan with targeted project timelines acceleration across R&D, and comple-
mentary BD&L/M&A deals were signed to bolster the company’s pipeline, although the Morphosys acquisition 
resulted in some unexpected challenges. In view of these achievements, the Board of Directors decided on an 
Annual Incentive payout for the CEO amounting to CHF 4 494 788, which is 160% of target, within the range of 
0‑200%.",76,,page76_chunk003,29.3609,0.0491,0.3821,0.5278,0.484,-7.421,-4.2706,0.1,-4.2506,0.5273,-4.6989
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"To do this, 
we need to have clear strategic objectives, be efficient and set clear priorities, with a focus on 
projects that have the highest potential. 

We also have a clear AI strategy and are investing in 
the enabling infrastructure, capabilities, and external partnerships needed to scale our most 
promising AI use cases across the R&D continuum. 

Building trust with society is part of our corporate strategy. 

We have developed an ESG 
strategic roadmap with clear targets on material ESG topics. 

We are also taking steps to further 
strengthen our approach to external partner ESG risk. 

We monitor changes to ESG regulations, 
particularly regarding new reporting and due diligence requirements. 

In addition, we have 
policies, controls and internal programs to ensure ESG is embedded in our decision-making. 

We have strengthened our internal organization to streamline and focus decision-making by 
creating a new Strategy & Growth function, single business development teams, and leadership","To do this, 
we need to have clear strategic objectives, be efficient and set clear priorities, with a focus on 
projects that have the highest potential. We also have a clear AI strategy and are investing in 
the enabling infrastructure, capabilities, and external partnerships needed to scale our most 
promising AI use cases across the R&D continuum. Building trust with society is part of our corporate strategy. We have developed an ESG 
strategic roadmap with clear targets on material ESG topics. We are also taking steps to further 
strengthen our approach to external partner ESG risk. We monitor changes to ESG regulations, 
particularly regarding new reporting and due diligence requirements. In addition, we have 
policies, controls and internal programs to ensure ESG is embedded in our decision-making. We have strengthened our internal organization to streamline and focus decision-making by 
creating a new Strategy & Growth function, single business development teams, and leadership",54,,page54_chunk002,38.8339,0.0657,0.5066,0.6217,0.5872,-7.5578,-4.309,0.2,-4.269,0.6217,-4.7999
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Novartis in Society  
Integrated Report 2024  
About Novartis  
Strategy and business model  
Business review  
Appendix  
Sustainability matters  
Corporate governance, risk  
management and compensation  

Our environmental sustainability strategy  
has three priorities:  
• Planet: Achieve climate and nature  
targets, including net-zero greenhouse  
gas (GHG) emissions by 2040  
• Patients: Develop sustainable products  
for patients, applying sustainable  
design principles for new products  
• People and policy: Transform the  
sustainability mindset across our  
organization and collaborate with  
industry partners to influence change in  
our sector  

Oversight of our environmental  
sustainability strategy, including climate  
and nature topics, ultimately lies with our  
Board of Directors. The Board has delegated  
certain duties and responsibilities to some  
of its committees, who report back to the  
full Board on their activities and findings. At management level, the Chief Executive  
Officer (CEO) is","25
Novartis in Society  
Integrated Report 2024
About Novartis
Strategy and business model
Business review  
Appendix
Sustainability matters
Corporate governance, risk 
management and compensation
Our environmental sustainability strategy 
has three priorities:
•	 Planet: Achieve climate and nature 
targets, including net-zero greenhouse 
gas (GHG) emissions by 2040
•	 Patients: Develop sustainable products 
for patients, applying sustainable 
design principles for new products
•	 People and policy: Transform the 
sustainability mindset across our 
organization and collaborate with 
industry partners to influence change in 
our sector
Oversight of our environmental 
sustainability strategy, including climate 
and nature topics, ultimately lies with our 
Board of Directors. The Board has delegated 
certain duties and responsibilities to some 
of its committees, who report back to the 
full Board on their activities and findings. At management level, the Chief Executive 
Officer (CEO) is",25,,page25_chunk000,55.0382,0.1173,0.7565,0.5893,0.6395,-7.9096,-4.4766,0.2,-4.4366,0.591,-4.961
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"“In our first full-year as a pure-play 
medicines company, Novartis delivered 
strong results, with double-digit growth 
in sales and net profit in 2024. The 
performance validates our strategy 
and gives us confidence that we are 
well prepared to grow by focusing 
on our key therapeutic areas and 
technology platforms. The strategic shift from a diversified life 
sciences company to a focused medicines 
organization over the last decade has 
proven to be the right path forward. With 
the divestment of our non-core activities 
in animal health, vaccines and generics, 
among others, we were able to free up 
resources and strengthen our position in 
fast-growing and highly innovative medical 
fields such as xRNA, radioligand therapy 
and gene and cell therapy. Our recent breakthroughs in breast 
cancer and kidney and blood diseases 
demonstrate that our operational focus 
strengthens our ability to deliver high-value 
medicines that allevia”","04
Novartis in Society  
Integrated Report 2024
In our first full-year as a pure-play 
medicines company, Novartis delivered 
strong results, with double-digit growth 
in sales and net profit in 2024. The 
performance validates our strategy 
and gives us confidence that we are 
well prepared to grow by focusing 
on our key therapeutic areas and 
technology platforms. The strategic shift from a diversified life 
sciences company to a focused medicines 
organization over the last decade has 
proven to be the right path forward. With 
the divestment of our non-core activities 
in animal health, vaccines and generics, 
among others, we were able to free up 
resources and strengthen our position in 
fast-growing and highly innovative medical 
fields such as xRNA, radioligand therapy 
and gene and cell therapy. Our recent breakthroughs in breast 
cancer and kidney and blood diseases 
demonstrate that our operational focus 
strengthens our ability to deliver high-value 
medicines that allevia",4,,page4_chunk000,50.3534,0.0985,0.678,0.5044,0.5565,-8.0532,-4.5954,0.2,-4.5554,0.4964,-5.0077
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"""Novartis is a member of the International  
Labour Organization Global Business and  
Disability Network and the Valuable 500,  
promoting inclusion for people with  
disabilities in the workplace.  
We also collaborate with international partners,  
such as Disability:IN, Purple Space and  
Business Disability Forum, to identify and  
develop best practice solutions to enable  
people with disabilities to participate as  
equal members of our organization.  
Examples of this work include increasing  
physical and digital accessibility while  
integrating disability perspectives in  
relevant standards and practices.  
In accordance with the UN Standards of  
Conduct for Business, we also strive to  
tackle discrimination against employees  
who are lesbian, gay, bisexual,  
transgender, queer and intersex (LGBTQI).  
More than 80 employee resource groups  
for business-related and cultural topics,  
which are open to all employees from all  
backgrounds, create a sense of belonging...""","Novartis is a member of the International 
Labour Organization Global Business and 
Disability Network and the Valuable 500, 
promoting inclusion for people with 
disabilities in the workplace. We also 
collaborate with international partners, 
such as Disability:IN, Purple Space and 
Business Disability Forum, to identify and 
develop best practice solutions to enable 
people with disabilities to participate as 
equal members of our organization. Examples of this work include increasing 
physical and digital accessibility while 
integrating disability perspectives in 
relevant standards and practices. In accordance with the UN Standards of 
Conduct for Business, we also strive to 
tackle discrimination against employees 
who are lesbian, gay, bisexual, 
transgender, queer and intersex (LGBTQI). More than 80 employee resource groups 
for business-related and cultural topics, 
which are open to all employees from all 
backgrounds, create a sense of belonging 
while offering members an o",35,,page35_chunk001,35.3424,0.071,0.4789,0.5115,0.5017,-8.0568,-4.636,0.1,-4.616,0.5228,-5.0987
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"We also focus on life-cycle 
management by enhancing the evidence 
base for key brands. 

We increase our chances of discovering 
new medicines by collaborating with 
outside researchers and biotech 
companies. 

Our network consists of 
academic and industry alliances working 
on joint research and drug discovery. 

Embed operational excellence to 
deliver returns

In an increasingly competitive 
environment, we are simplifying processes 
and reducing costs to become more 
efficient and effective in our decision-
making and to free up resources for 
investment in new medicines. 

Our goal is 
to continue making attractive returns to 
shareholders while creating value for 
patients, healthcare systems and society. 

Core therapeutic areas: 
Cardiovascular, renal and 
metabolic; immunology; 
neuroscience; oncology

Technology platforms: 
Chemistry; biotherapeutics; 
radioligand therapy; xRNA 
therapy; gene and cell therapy

Priority markets: 
US; Germany; China; Japan","We also focus on life-cycle 
management by enhancing the evidence 
base for key brands. We increase our chances of discovering 
new medicines by collaborating with 
outside researchers and biotech 
companies. Our network consists of 
academic and industry alliances working 
on joint research and drug discovery. Embed operational excellence to 
deliver returns
In an increasingly competitive 
environment, we are simplifying processes 
and reducing costs to become more 
efficient and effective in our decision-
making and to free up resources for 
investment in new medicines. Our goal is 
to continue making attractive returns to 
shareholders while creating value for 
patients, healthcare systems and society. Our focus areas
Our priorities
Core therapeutic areas: 
Cardiovascular, renal and 
metabolic; immunology; 
neuroscience; oncology
Technology platforms: 
Chemistry; biotherapeutics; 
radioligand therapy; xRNA 
therapy; gene and cell therapy
Priority markets: 
US; Germany; China; Japan
",13,,page13_chunk001,32.5536,0.0597,0.4321,0.5755,0.5325,-8.1867,-4.7105,0.1,-4.6905,0.5435,-5.2004
What is the nature and focus of the organization's 'Purpose'?,3Ps; Aim; CSR; Core purpose; ERROR; Goal; Intention; Mission; Objective; Organizational purpose; Reason for being; Vision; business; care; client-centric; client-focused; client-oriented; company; corporate social responsibility; corporation; customer centric; customer-focused; customer-oriented; development; eco-friendly practices; ecology; economic value; employees; enterprise; environment; environmental responsibility; environmental stewardship; environmental value; financial achievements; financial gain; financial outcomes; financial performance; financial results; financial success; firm; future; green initiatives; growth; holistic value; integrated value; management; natural resources; organization; people; planet; profit; prosperity; protection; revenue; social value; stakeholder value; stewardship; success; sustainability; sustainable development; triple bottom line; value creation; workforce,"Our biggest impact is through driving innovation and access, while performing well as a responsible business.","14
Novartis in Society  
Integrated Report 2024
About Novartis
Strategy and business model
Business review  
Appendix
Sustainability matters
Corporate governance, risk 
management and compensation
Our ESG framework
Our biggest impact is through driving innovation and access, while performing well as a responsible business. Environmental
sustainability
•	 Climate
•	 Nature
Ethical
standards
•	 Ethics
•	 Compliance
•	 Human 
rights
Creating sustainable impact 
Innovation and 
access to medicines
•	 Future-proof pipeline 
addressing unmet need
•	 Enabling access to 
innovative medicines
•	 Dedicated Global 
Health unit
Human 
capital
•	 Culture
•	 Inclusion
•	 Talent
In our manufacturing sites, we are 
expanding capacity in strategic focus 
areas such as biopharmaceuticals and 
advanced technology platforms. For 
example, we are investing to expand our 
platform for RLT, a type of precision 
nuclear medicine that requires quick 
delivery to patients, since the activity of 
the radioisotop",14,,page14_chunk000,36.2514,0.063,0.4756,0.541,0.5214,-8.2552,-4.7498,0.2,-4.7098,0.5295,-5.2085
